nrg_bal,siec,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 
FC_OTH_HH_E_CK,E7000,TJ,CY	520.081 	446.465 	352.332 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,CZ	8663.573 	8622.850 	8615.480 	8586.522 	8618.000 	8539.200 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,DE	139938.451 	139257.418 	139038.642 	141397.945 	138362.267 	133825.734 	134723.693 	138429.565 	140562.000 	139168.080 	140283.000 
FC_OTH_HH_E_CK,E7000,TJ,DK	3185.748 	3038.000 	3026.999 	3008.999 	2992.000 	2992.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,EA19	280895.242 	273768.437 	271798.934 	272070.684 	269038.858 	257543.975 	230163.545 	253687.928 	239898.672 	238036.813 	240499.991 
FC_OTH_HH_E_CK,E7000,TJ,EE	859.025 	889.981 	799.693 	834.210 	822.596 	743.047 	747.778 	801.958 	841.090 	831.629 	869.900 
FC_OTH_HH_E_CK,E7000,TJ,EL	11205.158 	8858.462 	7119.792 	8079.811 	10051.560 	8712.720 	: 	16862.652 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,ES	24487.679 	24406.412 	25083.616 	23875.351 	23291.788 	23432.576 	23646.942 	23763.989 	25111.040 	25451.813 	25308.680 
FC_OTH_HH_E_CK,E7000,TJ,EU27_2020	319869.572 	311290.232 	309292.243 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,FI	2872.800 	2160.000 	2138.400 	2091.600 	2088.000 	2066.400 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,FR	46409.353 	44728.182 	44632.883 	44221.687 	43560.731 	43229.491 	42156.191 	44241.775 	43364.707 	41500.087 	42385.928 
FC_OTH_HH_E_CK,E7000,TJ,GE	943.560 	898.920 	870.120 	853.254 	792.018 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,HR	2224.613 	2271.838 	2270.300 	2306.300 	2281.435 	2270.592 	2291.645 	2326.100 	2379.899 	2408.058 	2501.107 
FC_OTH_HH_E_CK,E7000,TJ,HU	2320.999 	1473.361 	1474.207 	1477.098 	1482.062 	1485.846 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,IE	2199.780 	2047.468 	2051.734 	2010.884 	1972.102 	1974.110 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,IT	14050.120 	13457.491 	13346.600 	13322.344 	13269.020 	13295.138 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,LT	624.600 	608.040 	633.960 	612.720 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,LU	341.388 	327.902 	310.727 	270.292 	314.402 	322.322 	302.652 	297.328 	283.000 	263.772 	254.808 
FC_OTH_HH_E_CK,E7000,TJ,LV	529.661 	526.932 	527.512 	523.213 	566.338 	555.599 	551.808 	563.180 	560.970 	559.703 	612.137 
FC_OTH_HH_E_CK,E7000,TJ,MD	806.450 	778.946 	765.428 	762.631 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,MK	1168.200 	1165.680 	1523.218 	1533.960 	1585.800 	1563.120 	1505.520 	1567.800 	1556.280 	1621.080 	1679.040 
FC_OTH_HH_E_CK,E7000,TJ,MT	111.744 	110.120 	101.164 	84.118 	74.628 	64.825 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,NL	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2865.600 	2822.400 	2768.400 
FC_OTH_HH_E_CK,E7000,TJ,NO	2988.000 	2970.990 	2977.200 	2937.600 	2883.600 	2934.000 	2898.000 	2862.000 	2826.000 	2790.000 	2754.000 
FC_OTH_HH_E_CK,E7000,TJ,PL	11577.600 	11448.000 	11404.800 	11361.600 	11250.000 	10969.200 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,PT	20992.003 	20326.396 	20311.024 	19353.348 	19942.096 	18406.433 	18315.738 	18929.081 	19826.806 	21139.574 	22323.218 
FC_OTH_HH_E_CK,E7000,TJ,RO	23.753 	22.644 	22.288 	21.971 	21.046 	21.092 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,RS	5333.609 	5186.657 	5215.586 	5371.276 	5418.000 	5468.400 	5367.600 	5500.800 	5644.800 	5702.400 	5695.200 
FC_OTH_HH_E_CK,E7000,TJ,SE	4874.400 	4816.800 	4759.200 	4550.400 	4190.400 	4190.400 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,SI	963.454 	965.617 	935.935 	921.071 	898.826 	871.024 	857.178 	822.114 	788.112 	753.296 	715.079 
FC_OTH_HH_E_CK,E7000,TJ,SK	1295.280 	1220.400 	1196.280 	1298.988 	1098.468 	1083.060 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,UA	: 	10816.650 	11082.460 	10843.812 	9053.136 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,E7000,TJ,UK	: 	: 	20569.766 	20817.954 	21814.657 	21850.992 	21927.640 	22763.174 	22584.978 	21553.070 	20445.473 
FC_OTH_HH_E_CK,E7000,TJ,XK	2116.757 	1913.011 	1782.533 	1733.663 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,AT	399.048 	386.374 	370.767 	391.953 	391.953 	409.193 	438.888 	446.220 	457.206 	482.780 	483.580 
FC_OTH_HH_E_CK,G3000,TJ,BA	171.913 	164.086 	152.346 	160.200 	146.700 	140.400 	113.400 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,BE	1574.910 	1585.080 	1595.790 	1748.160 	1899.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,BG	207.032 	186.068 	176.726 	148.968 	144.363 	128.131 	121.088 	120.448 	143.168 	149.952 	132.160 
FC_OTH_HH_E_CK,G3000,TJ,CZ	9315.480 	8648.091 	9192.947 	9557.090 	9524.967 	9043.200 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,DE	4246.051 	4369.817 	3891.135 	3617.097 	3421.456 	3644.456 	3644.132 	4072.082 	3620.538 	3308.908 	2438.713 
FC_OTH_HH_E_CK,G3000,TJ,DK	84.040 	91.450 	96.330 	458.000 	411.000 	488.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,EA19	129226.482 	127700.764 	131457.779 	129457.683 	126505.186 	122324.948 	60115.379 	62406.715 	66591.920 	68702.982 	67608.517 
FC_OTH_HH_E_CK,G3000,TJ,EE	326.012 	334.974 	318.906 	320.652 	335.612 	285.993 	302.824 	303.198 	320.901 	299.707 	318.407 
FC_OTH_HH_E_CK,G3000,TJ,EL	51.261 	108.861 	88.427 	12.547 	73.980 	46.890 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,ES	15855.862 	15776.891 	16674.902 	15167.100 	15219.878 	15142.083 	14121.251 	14574.181 	16016.158 	15571.469 	19431.127 
FC_OTH_HH_E_CK,G3000,TJ,EU27_2020	198714.924 	196417.633 	200272.181 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,FI	18.000 	18.000 	18.000 	18.000 	18.000 	18.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,FR	30228.242 	29642.873 	29682.259 	30264.602 	30020.285 	29812.419 	30143.773 	31588.921 	34358.202 	37173.265 	31863.458 
FC_OTH_HH_E_CK,G3000,TJ,GE	8221.607 	7964.370 	6959.629 	7358.039 	6474.600 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,HR	1445.763 	1417.535 	1549.225 	1590.513 	1437.278 	1530.477 	1600.088 	1733.304 	1786.524 	1824.293 	1989.561 
FC_OTH_HH_E_CK,G3000,TJ,HU	8003.000 	8089.879 	8094.527 	8110.412 	8137.667 	8158.433 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,IE	602.657 	604.290 	602.936 	582.683 	552.710 	544.977 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,IT	59724.385 	58840.352 	61934.093 	61334.008 	59423.476 	59034.528 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,LT	1628.010 	1534.950 	1608.300 	1518.300 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,LU	324.410 	310.681 	309.657 	335.799 	272.403 	265.766 	206.594 	222.507 	264.640 	210.682 	219.075 
FC_OTH_HH_E_CK,G3000,TJ,LV	1329.754 	1343.846 	1446.398 	1351.312 	1290.819 	1190.381 	1229.774 	1234.209 	1296.297 	1296.558 	1510.216 
FC_OTH_HH_E_CK,G3000,TJ,MD	3961.166 	3563.927 	3545.321 	3094.034 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,NL	5443.800 	5538.750 	5633.700 	5728.650 	5823.600 	5918.550 	6013.500 	6140.100 	6235.050 	6330.000 	6709.800 
FC_OTH_HH_E_CK,G3000,TJ,PL	29053.800 	30579.300 	29929.500 	29929.500 	29619.900 	29026.800 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,PT	3943.774 	3820.125 	3670.186 	3369.730 	3276.993 	3533.247 	3469.400 	3289.127 	3464.778 	3467.089 	4018.599 
FC_OTH_HH_E_CK,G3000,TJ,RO	21304.628 	19629.846 	19700.447 	18974.869 	17928.156 	17576.720 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,RS	272.721 	229.679 	219.614 	216.039 	189.900 	171.000 	161.100 	197.100 	219.600 	240.300 	244.800 
FC_OTH_HH_E_CK,G3000,TJ,SE	74.700 	74.700 	74.700 	74.700 	74.700 	74.700 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,SI	179.967 	186.402 	193.224 	199.942 	206.115 	212.323 	219.724 	224.445 	229.961 	235.328 	240.912 
FC_OTH_HH_E_CK,G3000,TJ,SK	3350.340 	3298.500 	3419.100 	3497.148 	3337.362 	3281.967 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,UA	: 	85704.153 	104774.947 	95823.292 	111586.680 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ,UK	: 	: 	23966.323 	22195.307 	24375.395 	23467.228 	21964.770 	25385.981 	23878.341 	23739.677 	22737.999 
FC_OTH_HH_E_CK,G3000,TJ_GCV,AT	443.387 	429.304 	411.963 	435.503 	435.503 	454.659 	487.653 	495.800 	508.007 	536.422 	537.311 
FC_OTH_HH_E_CK,G3000,TJ_GCV,BA	191.014 	182.318 	169.273 	178.000 	163.000 	156.000 	126.000 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,BE	1749.900 	1761.200 	1773.100 	1942.400 	2110.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,BG	230.035 	206.742 	196.362 	165.520 	160.403 	142.368 	134.542 	133.831 	159.076 	166.613 	146.844 
FC_OTH_HH_E_CK,G3000,TJ_GCV,CZ	10350.533 	9608.990 	10214.386 	10618.989 	10583.297 	10048.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,DE	4717.834 	4855.352 	4323.483 	4018.997 	3801.618 	4049.395 	4049.036 	4524.535 	4022.820 	3676.564 	2709.681 
FC_OTH_HH_E_CK,G3000,TJ_GCV,DK	93.378 	101.611 	107.033 	508.889 	456.667 	542.222 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,EA19	143584.980 	141889.738 	146064.199 	143841.870 	140561.318 	135916.609 	66794.865 	69340.794 	73991.022 	76336.647 	75120.574 
FC_OTH_HH_E_CK,G3000,TJ_GCV,EE	362.236 	372.193 	354.340 	356.280 	372.902 	317.770 	336.471 	336.887 	356.557 	333.008 	353.786 
FC_OTH_HH_E_CK,G3000,TJ_GCV,EL	56.957 	120.957 	98.252 	13.941 	82.200 	52.100 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,ES	17617.624 	17529.879 	18527.669 	16852.333 	16910.975 	16824.537 	15690.279 	16193.534 	17795.731 	17301.632 	21590.141 
FC_OTH_HH_E_CK,G3000,TJ_GCV,EU27_2020	220794.360 	218241.814 	222524.645 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,FI	20.000 	20.000 	20.000 	20.000 	20.000 	20.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,FR	33586.935 	32936.525 	32980.288 	33627.335 	33355.872 	33124.910 	33493.081 	35098.801 	38175.780 	41303.628 	35403.842 
FC_OTH_HH_E_CK,G3000,TJ_GCV,GE	9135.119 	8849.300 	7732.921 	8175.599 	7194.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,HR	1606.403 	1575.039 	1721.361 	1767.237 	1596.975 	1700.530 	1777.875 	1925.893 	1985.027 	2026.992 	2210.623 
FC_OTH_HH_E_CK,G3000,TJ_GCV,HU	8892.222 	8988.754 	8993.919 	9011.569 	9041.852 	9064.925 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,IE	669.619 	671.433 	669.929 	647.426 	614.122 	605.530 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,IT	66360.428 	65378.169 	68815.659 	68148.898 	66026.084 	65593.920 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,LT	1808.900 	1705.500 	1787.000 	1687.000 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,LU	360.455 	345.201 	344.063 	373.110 	302.670 	295.296 	229.549 	247.230 	294.044 	234.091 	243.417 
FC_OTH_HH_E_CK,G3000,TJ_GCV,LV	1477.504 	1493.162 	1607.109 	1501.458 	1434.243 	1322.646 	1366.415 	1371.343 	1440.330 	1440.620 	1678.018 
FC_OTH_HH_E_CK,G3000,TJ_GCV,MD	4401.296 	3959.919 	3939.245 	3437.815 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,NL	6048.667 	6154.167 	6259.667 	6365.167 	6470.667 	6576.167 	6681.667 	6822.333 	6927.833 	7033.333 	7455.333 
FC_OTH_HH_E_CK,G3000,TJ_GCV,PL	32282.000 	33977.000 	33255.000 	33255.000 	32911.000 	32252.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,PT	4381.971 	4244.583 	4077.984 	3744.144 	3641.103 	3925.830 	3854.889 	3654.585 	3849.753 	3852.321 	4465.110 
FC_OTH_HH_E_CK,G3000,TJ_GCV,RO	23671.809 	21810.940 	21889.385 	21083.188 	19920.173 	19529.689 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,RS	303.023 	255.199 	244.015 	240.043 	211.000 	190.000 	179.000 	219.000 	244.000 	267.000 	272.000 
FC_OTH_HH_E_CK,G3000,TJ_GCV,SE	83.000 	83.000 	83.000 	83.000 	83.000 	83.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,SI	199.963 	207.113 	214.693 	222.158 	229.017 	235.914 	244.138 	249.383 	255.512 	261.476 	267.680 
FC_OTH_HH_E_CK,G3000,TJ_GCV,SK	3722.600 	3665.000 	3799.000 	3885.720 	3708.180 	3646.630 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,UA	: 	95226.837 	116416.608 	106470.324 	123985.200 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3000,TJ_GCV,UK	: 	: 	26629.248 	24661.452 	27083.772 	26074.698 	24405.300 	28206.646 	26531.490 	26377.419 	25264.443 
FC_OTH_HH_E_CK,G3200,THS_T,EA19	: 	: 	: 	: 	1015.286 	1056.412 	867.383 	902.553 	901.250 	936.588 	976.932 
FC_OTH_HH_E_CK,G3200,THS_T,GE	: 	: 	: 	: 	13.849 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3200,THS_T,UA	: 	19.725 	54.465 	40.958 	92.098 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3200,TJ,EA19	: 	: 	: 	: 	46924.627 	48810.469 	40115.036 	41749.973 	41702.417 	43331.942 	45221.281 
FC_OTH_HH_E_CK,G3200,TJ,GE	: 	: 	: 	: 	637.054 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,G3200,TJ,UA	: 	907.350 	2505.390 	1884.068 	4236.508 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_CK,H8000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_CK,H8000,TJ,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_CK,H8000,TJ,EU27_2020	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_CK,H8000,TJ,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_CK,H8000,TJ,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_CK,H8000,TJ,MD	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,PL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
FC_OTH_HH_E_CK,H8000,TJ,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,H8000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,AL	50.640 	49.062 	51.096 	50.042 	44.775 	39.721 	42.774 	37.189 	38.928 	37.287 	38.060 
FC_OTH_HH_E_CK,O4000,THS_T,AT	0.350 	0.361 	0.359 	0.402 	0.412 	0.354 	0.274 	0.232 	0.262 	0.396 	0.527 
FC_OTH_HH_E_CK,O4000,THS_T,BA	4.237 	2.898 	3.368 	7.000 	6.000 	5.000 	6.000 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,BE	4.900 	5.200 	5.300 	5.600 	5.800 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,BG	17.219 	16.778 	18.953 	20.823 	23.426 	29.049 	19.803 	20.746 	20.746 	22.632 	17.917 
FC_OTH_HH_E_CK,O4000,THS_T,CY	15.340 	16.394 	14.958 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,CZ	9.903 	8.807 	10.320 	8.564 	8.702 	13.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,EA19	1069.850 	991.963 	1105.693 	1052.051 	1015.286 	1056.412 	867.383 	902.553 	901.250 	936.588 	976.932 
FC_OTH_HH_E_CK,O4000,THS_T,EE	4.683 	6.670 	6.000 	7.000 	7.000 	5.000 	4.000 	3.000 	3.000 	4.000 	4.000 
FC_OTH_HH_E_CK,O4000,THS_T,EL	64.864 	7.342 	60.341 	13.811 	23.200 	22.500 	: 	15.084 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,ES	133.308 	142.613 	169.990 	163.370 	175.895 	170.527 	173.569 	185.737 	195.221 	200.052 	225.819 
FC_OTH_HH_E_CK,O4000,THS_T,EU27_2020	1848.365 	1811.813 	1883.284 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,FI	7.000 	6.000 	4.000 	4.000 	4.000 	5.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,FR	433.770 	411.087 	443.556 	450.021 	433.876 	493.172 	506.134 	499.669 	498.207 	513.252 	486.451 
FC_OTH_HH_E_CK,O4000,THS_T,GE	8.642 	9.428 	16.895 	13.700 	13.849 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,HR	34.090 	36.423 	35.578 	38.789 	40.602 	39.404 	39.867 	45.227 	47.443 	52.693 	59.802 
FC_OTH_HH_E_CK,O4000,THS_T,HU	63.201 	48.972 	50.434 	49.703 	39.470 	47.510 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,IE	1.227 	1.108 	1.164 	1.089 	1.026 	0.776 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,IT	196.699 	195.427 	199.690 	196.201 	187.674 	182.143 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,LT	28.100 	33.600 	30.800 	31.900 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,LU	0.232 	0.324 	0.219 	0.172 	0.354 	0.348 	0.426 	0.339 	0.295 	0.613 	1.341 
FC_OTH_HH_E_CK,O4000,THS_T,LV	12.716 	12.045 	13.160 	15.387 	15.006 	15.006 	19.420 	17.654 	17.654 	17.654 	17.654 
FC_OTH_HH_E_CK,O4000,THS_T,MD	36.962 	38.441 	42.137 	42.137 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,MK	4.014 	4.224 	5.693 	5.376 	6.083 	5.557 	4.961 	6.036 	7.828 	8.407 	8.066 
FC_OTH_HH_E_CK,O4000,THS_T,MT	10.114 	10.079 	10.514 	10.343 	10.289 	10.399 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,PL	460.000 	484.000 	456.000 	437.000 	446.000 	425.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,PT	144.761 	131.127 	133.132 	139.147 	136.741 	138.345 	149.573 	165.212 	170.024 	182.054 	202.505 
FC_OTH_HH_E_CK,O4000,THS_T,RO	194.102 	224.870 	206.306 	196.360 	173.793 	180.352 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,RS	5.031 	9.137 	7.276 	9.192 	13.000 	20.000 	9.000 	14.000 	19.000 	14.000 	6.000 
FC_OTH_HH_E_CK,O4000,THS_T,SE	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,SI	11.186 	11.586 	12.010 	12.428 	12.812 	13.198 	13.658 	13.951 	14.294 	14.627 	14.975 
FC_OTH_HH_E_CK,O4000,THS_T,SK	0.600 	1.000 	0.500 	1.180 	2.570 	1.290 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,THS_T,UA	: 	19.725 	54.465 	40.958 	92.098 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,AL	2285.586 	2214.364 	2306.167 	2258.596 	2020.875 	1792.768 	1930.562 	1678.488 	1756.976 	1682.911 	1717.800 
FC_OTH_HH_E_CK,O4000,TJ,AT	15.014 	15.488 	15.400 	17.243 	17.666 	15.226 	11.786 	9.943 	11.227 	16.965 	22.574 
FC_OTH_HH_E_CK,O4000,TJ,BA	184.437 	127.335 	146.414 	305.095 	258.708 	215.475 	258.672 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,BE	211.816 	222.187 	226.696 	239.457 	248.003 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,BG	788.372 	770.765 	871.421 	955.213 	1077.596 	1336.254 	907.611 	954.316 	950.976 	1037.722 	817.875 
FC_OTH_HH_E_CK,O4000,TJ,CY	681.449 	728.271 	664.479 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,CZ	433.098 	385.165 	451.335 	374.538 	380.573 	568.542 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,EA19	47020.647 	43712.820 	48562.653 	46308.694 	44647.086 	46342.651 	38091.456 	39666.832 	39683.007 	41234.084 	43010.144 
FC_OTH_HH_E_CK,O4000,TJ,EE	205.584 	292.813 	263.400 	307.300 	307.300 	219.500 	175.600 	131.700 	131.700 	174.708 	174.708 
FC_OTH_HH_E_CK,O4000,TJ,EL	2724.288 	308.364 	2534.322 	580.062 	974.400 	945.000 	: 	633.528 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,ES	5952.872 	6368.387 	7590.908 	7298.008 	7866.685 	7594.262 	7765.910 	8329.665 	8779.728 	8984.170 	10130.111 
FC_OTH_HH_E_CK,O4000,TJ,EU27_2020	83009.565 	81684.434 	84506.381 	: 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,FI	303.079 	258.306 	172.196 	172.316 	172.468 	215.450 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,FR	18736.582 	17765.047 	19173.943 	19433.603 	18735.199 	21277.687 	21836.585 	21548.693 	21490.320 	22157.650 	20978.615 
FC_OTH_HH_E_CK,O4000,TJ,GE	397.532 	433.688 	777.170 	630.200 	637.054 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,HR	1498.418 	1625.857 	1575.338 	1713.175 	1793.554 	1737.293 	1763.848 	1997.886 	2086.234 	2313.337 	2628.583 
FC_OTH_HH_E_CK,O4000,TJ,HU	2916.094 	2259.568 	2327.025 	2293.296 	1821.935 	2228.076 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,IE	53.702 	48.528 	50.865 	47.663 	44.951 	33.925 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,IT	8760.307 	8688.799 	8838.323 	8712.051 	8294.239 	8030.447 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,LT	1252.586 	1502.054 	1374.820 	1425.930 	: 	: 	: 	: 	: 	: 	: 
FC_OTH_HH_E_CK,O4000,TJ,LU	9.858 	13.768 	9.306 	7.308 	15.041 	14.787 	18.104 	14.404 	12.535 	26.048 	56.983 
FC_OTH_HH_E_CK,O4000,TJ,LV	540.303 	511.792 	559.168 	653.794 	637.605 	637.605 	825.156 	750.118 	750.118 	750.118 	750.118 
